TOKEN USAGE REPORT
==================
Target Directory: E:\tmp\pos-arch\Document-Series
Total Files Scanned: 2539
Total Tokens: 13,721,937
Time Taken: 21.77 seconds
==================

TOKENS     | FILE PATH
15532      | ./Document-Series\Phase-08_Webstore-Ecommerce-Platform\SubPhase-04_Product-Detail-Page\Group-D_Variant-Cart-Actions\02_Tasks-61-68_Quantity-Cart-Wishlist.md
15524      | ./Document-Series\Phase-09_Integrations-Sri-Lanka-Localizations\SubPhase-02_PayHere-Integration\Group-A_PayHere-Configuration\02_Tasks-09-16_URLs-Config-Verify.md
15508      | ./Document-Series\Phase-06_ERP-Advanced-Modules\SubPhase-10_Account-Reconciliation\Group-B_Statement-Import\02_Tasks-23-30_StatementLine-CSV-Importer.md
15454      | ./Document-Series\Phase-09_Integrations-Sri-Lanka-Localizations\SubPhase-02_PayHere-Integration\Group-F_Frontend-Integration-Testing\01_Tasks-81-88_Types-Hook-Components.md
15417      | ./Document-Series\Phase-07_Frontend-Infrastructure-ERP-Dashboard\SubPhase-06_Authentication-UI\Group-E_Email-Verification-2FA\02_Tasks-71-76_2FA-Setup-Verification.md
15409      | ./Document-Series\Phase-05_ERP-Core-Modules-Part2\SubPhase-03_Receipt-Generation\Group-C_Thermal-Printer-Integration\01_Tasks-35-42_ESC-POS-Commands.md
15380      | ./Document-Series\Phase-06_ERP-Advanced-Modules\SubPhase-03_Attendance-System\Group-E_Reports-Analytics\02_Tasks-71-76_Export-Dashboard-Payroll.md
15366      | ./Document-Series\Phase-08_Webstore-Ecommerce-Platform\SubPhase-14_Marketing-Features\Group-A_Coupon-System-Backend\01_Tasks-01-10_Types-API-Store.md
15320      | ./Document-Series\Phase-06_ERP-Advanced-Modules\SubPhase-04_Leave-Management\Group-D_Holiday-Calendar-Management\01_Tasks-53-59_Holiday-Model-Seed.md
15278      | ./Document-Series\Phase-05_ERP-Core-Modules-Part2\SubPhase-04_Quote-Management\Group-A_Quote-Model-Status-System\03_Tasks-13-18_PDF-Email-Conversion-Migration.md
15278      | ./Document-Series\Phase-07_Frontend-Infrastructure-ERP-Dashboard\SubPhase-01_NextJS-Project-Setup\Group-B_TypeScript-Configuration\01_Tasks-17-24_Strict-Mode-Path-Aliases.md
15275      | ./Document-Series\Phase-07_Frontend-Infrastructure-ERP-Dashboard\SubPhase-01_NextJS-Project-Setup\Group-E_Environment-Build-Configuration\02_Tasks-69-78_Environment-Production.md
15272      | ./Document-Series\Phase-08_Webstore-Ecommerce-Platform\SubPhase-03_Product-Catalog-Pages\Group-C_Filter-Sidebar\01_Tasks-37-46_Sidebar-Category-Price-Attribute.md
15252      | ./Document-Series\Phase-07_Frontend-Infrastructure-ERP-Dashboard\SubPhase-06_Authentication-UI\Group-C_Registration-Flow\02_Tasks-40-46_Validation-Submission.md
15249      | ./Document-Series\Phase-06_ERP-Advanced-Modules\SubPhase-03_Attendance-System\Group-F_API-Testing-Documentation\01_Tasks-77-83_Serializers-ViewSets.md
15106      | ./Document-Series\Phase-06_ERP-Advanced-Modules\SubPhase-10_Account-Reconciliation\Group-C_Matching-Engine\01_Tasks-31-37_OFX-Importer-Match-Fields.md
15096      | ./Document-Series\Phase-07_Frontend-Infrastructure-ERP-Dashboard\SubPhase-04_API-Client-Layer\Group-B_Authentication-Token-Management\02_Tasks-22-30_Auth-Types-Service.md
15046      | ./Document-Series\Phase-09_Integrations-Sri-Lanka-Localizations\SubPhase-08_Koombiyo-Courier-API\Group-B_API-Client-Implementation\01_Tasks-17-26_Client-Methods.md
15027      | ./Document-Series\Phase-08_Webstore-Ecommerce-Platform\SubPhase-07_Checkout-Flow\Group-C_Step2-Shipping\02_Tasks-46-52_Shipping-Methods-Verify.md
15024      | ./Document-Series\Phase-08_Webstore-Ecommerce-Platform\SubPhase-05_Search-Functionality\Group-B_Autocomplete-Suggestions\02_Tasks-27-34_Keyboard-API-Verify.md
15015      | ./Document-Series\Phase-06_ERP-Advanced-Modules\SubPhase-08_Chart-of-Accounts\Group-B_Account-Model-Hierarchy\02_Tasks-19-24_Core-Account-Fields.md
14891      | ./Document-Series\Phase-05_ERP-Core-Modules-Part2\SubPhase-01_POS-Terminal-Core\Group-B_Cart-Line-Item-Management\02_Tasks-26-31_Cart-Items-Model.md
14890      | ./Document-Series\Phase-08_Webstore-Ecommerce-Platform\SubPhase-07_Checkout-Flow\Group-A_Checkout-Routes-Structure\02_Tasks-10-18_Navigation-Guard-Verify.md
14874      | ./Document-Series\Phase-07_Frontend-Infrastructure-ERP-Dashboard\SubPhase-06_Authentication-UI\Group-B_Login-Page-Form\02_Tasks-24-30_Success-Error-UX.md
14847      | ./Document-Series\Phase-09_Integrations-Sri-Lanka-Localizations\SubPhase-06_Cash-On-Delivery-COD\Group-F_Frontend-Testing\02_Tasks-84-90_Messages-Admin-Testing.md
14846      | ./Document-Series\Phase-07_Frontend-Infrastructure-ERP-Dashboard\SubPhase-08_Product-Management-UI\Group-C_Product-Form-Creation\01_Tasks-35-45_Form-Schema-Sections.md
14822      | ./Document-Series\Phase-05_ERP-Core-Modules-Part2\SubPhase-04_Quote-Management\Group-F_Testing-Documentation\01_Tasks-83-88_Tests-Documentation.md
14806      | ./Document-Series\Phase-10_AI-Features-Advanced-Capabilities\SubPhase-02_Product-Recommendations\Group-F_API-Frontend\01_Tasks-83-92_API-Components-Tests.md
14726      | ./Document-Series\Phase-08_Webstore-Ecommerce-Platform\SubPhase-08_Customer-Authentication\Group-D_Password-Reset\01_Tasks-53-61_Email-Reset-Flow.md
14726      | ./Document-Series\Phase-09_Integrations-Sri-Lanka-Localizations\SubPhase-02_PayHere-Integration\Group-D_Webhook-Notification\02_Tasks-59-66_Handlers-Update-Verify.md
14710      | ./Document-Series\Phase-06_ERP-Advanced-Modules\SubPhase-14_Analytics-Reports\Group-E_Report-Builder-Scheduling\02_Tasks-76-84_ScheduledReport-Celery.md
14700      | ./Document-Series\Phase-07_Frontend-Infrastructure-ERP-Dashboard\SubPhase-04_API-Client-Layer\Group-E_Module-API-Services\02_Tasks-69-78_Sales-HR-Reports-Settings.md
14668      | ./Document-Series\Phase-09_Integrations-Sri-Lanka-Localizations\SubPhase-09_Domex-Other-Couriers\Group-C_RoyalExpress-TranceExpress\01_Tasks-43-51_RoyalExpress.md
14639      | ./Document-Series\Phase-10_AI-Features-Advanced-Capabilities\SubPhase-05_Smart-Search-Sinhaglish\Group-A_Dictionary-Models\01_Tasks-01-11_SinhalaWord-Transliteration.md
14598      | ./Document-Series\Phase-05_ERP-Core-Modules-Part2\SubPhase-01_POS-Terminal-Core\Group-D_Payment-Processing\02_Tasks-62-68_Payment-Service-Methods.md
14589      | ./Document-Series\Phase-08_Webstore-Ecommerce-Platform\SubPhase-14_Marketing-Features\Group-C_Flash-Sales-System\01_Tasks-35-44_Types-Timer-Section.md
14583      | ./Document-Series\Phase-07_Frontend-Infrastructure-ERP-Dashboard\SubPhase-01_NextJS-Project-Setup\Group-E_Environment-Build-Configuration\01_Tasks-63-68_NextConfig-Security.md
14575      | ./Document-Series\Phase-08_Webstore-Ecommerce-Platform\SubPhase-08_Customer-Authentication\Group-D_Password-Reset\02_Tasks-62-68_WhatsApp-OTP-Verification.md
14536      | ./Document-Series\Phase-09_Integrations-Sri-Lanka-Localizations\SubPhase-06_Cash-On-Delivery-COD\Group-C_Risk-Management\01_Tasks-33-40_OTP-Phone-Address.md
14527      | ./Document-Series\Phase-08_Webstore-Ecommerce-Platform\SubPhase-10_Theme-Engine\Group-C_Typography-Fonts\01_Tasks-35-44_Selection-Apply.md
14513      | ./Document-Series\Phase-06_ERP-Advanced-Modules\SubPhase-06_Payroll-Processing\Group-A_Payroll-Period-Models\01_Tasks-01-09_PayrollPeriod-Model.md
14503      | ./Document-Series\Phase-07_Frontend-Infrastructure-ERP-Dashboard\SubPhase-07_Dashboard-Layout\Group-C_Header-Component\02_Tasks-42-50_UserMenu-Actions.md
14501      | ./Document-Series\Phase-03_Core-Backend-Infrastructure\SubPhase-05_Role-Permission-System\Group-D_User-Role-Management\04_Task-62_Documentation.md
14500      | ./Document-Series\Phase-10_AI-Features-Advanced-Capabilities\SubPhase-03_Demand-Forecasting\Group-E_Reorder-Suggestions\01_Tasks-67-75_Service-Model.md
14485      | ./Document-Series\Phase-05_ERP-Core-Modules-Part2\SubPhase-05_Order-Management\Group-A_Order-Model-Status-System\02_Tasks-07-12_Address-Dates-Financial-Metadata.md
14462      | ./Document-Series\Phase-06_ERP-Advanced-Modules\SubPhase-13_Dashboard-KPIs\Group-C_Inventory-KPIs\01_Tasks-33-40_Stock-Value-Turnover.md
14437      | ./Document-Series\Phase-06_ERP-Advanced-Modules\SubPhase-09_Journal-Entries\Group-C_Auto-Generated-Entries\01_Tasks-33-36_Attachment-Model.md
14419      | ./Document-Series\Phase-07_Frontend-Infrastructure-ERP-Dashboard\SubPhase-03_Component-Library-Setup\Group-E_Data-Display-Feedback-Components\02_Tasks-73-80_Feedback-State-Components.md
14397      | ./Document-Series\Phase-07_Frontend-Infrastructure-ERP-Dashboard\SubPhase-07_Dashboard-Layout\Group-E_Responsive-Design-Mobile\01_Tasks-67-75_Mobile-Responsive.md
14367      | ./Document-Series\Phase-06_ERP-Advanced-Modules\SubPhase-04_Leave-Management\Group-F_API-Testing-Documentation\01_Tasks-81-87_Serializers-ViewSets.md
14352      | ./Document-Series\Phase-08_Webstore-Ecommerce-Platform\SubPhase-10_Theme-Engine\Group-E_Homepage-Sections\01_Tasks-67-75_Builder-Configs.md
14343      | ./Document-Series\Phase-09_Integrations-Sri-Lanka-Localizations\SubPhase-08_Koombiyo-Courier-API\Group-D_Tracking-Webhooks\02_Tasks-59-66_Webhook-Events.md
14315      | ./Document-Series\Phase-06_ERP-Advanced-Modules\SubPhase-09_Journal-Entries\Group-E_Approval-Posting\03_Tasks-75-80_Adjusting-Reversing-Services.md
14303      | ./Document-Series\Phase-08_Webstore-Ecommerce-Platform\SubPhase-07_Checkout-Flow\Group-F_Order-Sidebar-Testing\02_Tasks-94-98_Comprehensive-Testing.md
14274      | ./Document-Series\Phase-09_Integrations-Sri-Lanka-Localizations\SubPhase-11_WhatsApp-Business-API\Group-A_WhatsApp-Configuration\02_Tasks-09-16_OptIn-Migration.md
14265      | ./Document-Series\Phase-06_ERP-Advanced-Modules\SubPhase-01_Employee-Management\Group-F_API-Testing-Documentation\01_Tasks-81-88_Serializers-ViewSet-Actions.md
14248      | ./Document-Series\Phase-06_ERP-Advanced-Modules\SubPhase-10_Account-Reconciliation\Group-E_Reporting-History\01_Tasks-65-70_Workflow-Action-Methods.md
14217      | ./Document-Series\Phase-07_Frontend-Infrastructure-ERP-Dashboard\SubPhase-08_Product-Management-UI\Group-C_Product-Form-Creation\02_Tasks-46-54_Categorization-Media-Submit.md
14176      | ./Document-Series\Phase-05_ERP-Core-Modules-Part2\SubPhase-12_Vendor-Bills-Payments\Group-F_API-Testing-Documentation\02_Tasks-87-90_Payment-ViewSet-URLs-Tests-Docs.md
14141      | ./Document-Series\Phase-06_ERP-Advanced-Modules\SubPhase-03_Attendance-System\Group-D_Overtime-Calculations\01_Tasks-49-55_Overtime-Service-Request.md
14127      | ./Document-Series\Phase-10_AI-Features-Advanced-Capabilities\SubPhase-05_Smart-Search-Sinhaglish\Group-B_Core-Dictionary\02_Tasks-27-36_Phrases-Service-Admin.md
14107      | ./Document-Series\Phase-08_Webstore-Ecommerce-Platform\SubPhase-06_Shopping-Cart\Group-C_Cart-Page\01_Tasks-37-46_Container-Layout-Items.md
14103      | ./Document-Series\Phase-10_AI-Features-Advanced-Capabilities\SubPhase-05_Smart-Search-Sinhaglish\Group-B_Core-Dictionary\01_Tasks-17-26_Grocery-Household-Electronics.md
14081      | ./Document-Series\Phase-09_Integrations-Sri-Lanka-Localizations\SubPhase-02_PayHere-Integration\Group-B_PayHere-Processor-Implementation\02_Tasks-27-34_Address-Intent-Verify.md
14044      | ./Document-Series\Phase-07_Frontend-Infrastructure-ERP-Dashboard\SubPhase-03_Component-Library-Setup\Group-B_Primitive-Components\01_Tasks-15-24_Button-Input-Selection.md
14038      | ./Document-Series\Phase-06_ERP-Advanced-Modules\SubPhase-08_Chart-of-Accounts\Group-B_Account-Model-Hierarchy\03_Tasks-25-28_Hierarchy-System-Fields.md
14013      | ./Document-Series\Phase-06_ERP-Advanced-Modules\SubPhase-05_Salary-Structure\Group-D_Statutory-Components-EPF-ETF-PAYE\01_Tasks-49-55_EPF-ETF-Settings.md
14006      | ./Document-Series\Phase-05_ERP-Core-Modules-Part2\SubPhase-05_Order-Management\Group-A_Order-Model-Status-System\03_Tasks-13-18_Users-Currency-Number-Index-Migration.md
13996      | ./Document-Series\Phase-06_ERP-Advanced-Modules\SubPhase-14_Analytics-Reports\Group-A_Report-Framework\02_Tasks-09-16_Definition-Instance-Models.md
13981      | ./Document-Series\Phase-06_ERP-Advanced-Modules\SubPhase-11_Financial-Reports\Group-B_Trial-Balance-Report\02_Tasks-25-30_TB-Comparison-Output.md
13976      | ./Document-Series\Phase-07_Frontend-Infrastructure-ERP-Dashboard\SubPhase-07_Dashboard-Layout\Group-D_Navigation-Breadcrumbs\02_Tasks-59-66_PageComponents-Shortcuts.md
13974      | ./Document-Series\Phase-10_AI-Features-Advanced-Capabilities\SubPhase-08_POS-Offline-Enhancement\Group-A_IndexedDB-Setup\02_Tasks-10-16_Indexes-Compression.md
13965      | ./Document-Series\Phase-07_Frontend-Infrastructure-ERP-Dashboard\SubPhase-10_Sales-Orders-UI\Group-B_Order-Listing-Filters\01_Tasks-15-26_Page-Cards-Filters.md
13960      | ./Document-Series\Phase-06_ERP-Advanced-Modules\SubPhase-14_Analytics-Reports\Group-D_Customer-Staff-Reports\02_Tasks-63-70_Staff-Reports.md
13956      | ./Document-Series\Phase-06_ERP-Advanced-Modules\SubPhase-09_Journal-Entries\Group-F_API-Testing-Documentation\02_Tasks-89-94_Testing-Documentation.md
13953      | ./Document-Series\Phase-05_ERP-Core-Modules-Part2\SubPhase-05_Order-Management\Group-B_Order-Line-Items-Pricing\03_Tasks-30-34_Calculation-Services.md
13940      | ./Document-Series\Phase-07_Frontend-Infrastructure-ERP-Dashboard\SubPhase-01_NextJS-Project-Setup\Group-D_ESLint-Prettier-Setup\02_Tasks-56-62_Prettier-Integration.md
13921      | ./Document-Series\Phase-05_ERP-Core-Modules-Part2\SubPhase-07_Payment-Recording\Group-B_Payment-Recording-Services\01_Tasks-19-25_Service-Method-Recording.md
13886      | ./Document-Series\Phase-05_ERP-Core-Modules-Part2\SubPhase-03_Receipt-Generation\Group-A_Receipt-Template-Models\02_Tasks-07-12_Display-Settings.md
13856      | ./Document-Series\Phase-08_Webstore-Ecommerce-Platform\SubPhase-05_Search-Functionality\Group-E_Results-Filtering-Sorting\02_Tasks-74-80_Sort-Mobile.md
13822      | ./Document-Series\Phase-08_Webstore-Ecommerce-Platform\SubPhase-13_Performance-Optimization\Group-A_Image-Optimization\02_Tasks-11-18_Sizes-CDN-Verify.md
13816      | ./Document-Series\Phase-08_Webstore-Ecommerce-Platform\SubPhase-01_Webstore-Project-Structure\Group-C_Store-Configuration\02_Tasks-41-46_Business-SEO-Verify.md
13810      | ./Document-Series\Phase-09_Integrations-Sri-Lanka-Localizations\SubPhase-06_Cash-On-Delivery-COD\Group-A_COD-Configuration\02_Tasks-09-16_Zones-Admin-Verify.md
13805      | ./Document-Series\Phase-06_ERP-Advanced-Modules\SubPhase-07_Payslip-Generation\Group-B_PDF-Template-Design\02_Tasks-28-32_Template-Model.md
13789      | ./Document-Series\Phase-08_Webstore-Ecommerce-Platform\SubPhase-05_Search-Functionality\Group-E_Results-Filtering-Sorting\01_Tasks-67-73_Filters-URL-Sync.md
13788      | ./Document-Series\Phase-10_AI-Features-Advanced-Capabilities\SubPhase-06_AI-Chatbot-Backend\Group-B_Intent-Classification\02_Tasks-28-34_Training-Hybrid.md
13766      | ./Document-Series\Phase-08_Webstore-Ecommerce-Platform\SubPhase-11_Static-Pages-CMS\Group-C_Contact-FAQ-Pages\01_Tasks-37-46_Contact-Page-Form.md
13730      | ./Document-Series\Phase-08_Webstore-Ecommerce-Platform\SubPhase-05_Search-Functionality\Group-F_Edge-Cases-Testing\02_Tasks-88-92_Comprehensive-Testing.md
13704      | ./Document-Series\Phase-07_Frontend-Infrastructure-ERP-Dashboard\SubPhase-03_Component-Library-Setup\Group-B_Primitive-Components\02_Tasks-25-32_Display-Primitives.md
13701      | ./Document-Series\Phase-08_Webstore-Ecommerce-Platform\SubPhase-06_Shopping-Cart\Group-C_Cart-Page\02_Tasks-47-54_Price-Empty-Mobile.md
13696      | ./Document-Series\Phase-10_AI-Features-Advanced-Capabilities\SubPhase-11_Platform-Analytics-AI\Group-B_Health-Scoring\01_Tasks-17-26_Health-Components.md
13677      | ./Document-Series\Phase-08_Webstore-Ecommerce-Platform\SubPhase-02_Storefront-Layout\Group-B_Header-Components\01_Tasks-15-24_Header-Logo-Search-Account.md
13650      | ./Document-Series\Phase-09_Integrations-Sri-Lanka-Localizations\SubPhase-05_Bank-Transfer-Upload\Group-E_Admin-Verification-Workflow\02_Tasks-66-72_API-Email-Verify.md
13638      | ./Document-Series\Phase-05_ERP-Core-Modules-Part2\SubPhase-12_Vendor-Bills-Payments\Group-B_Bill-Line-Items-Matching\01_Tasks-17-25_Line-Item-Model.md
13593      | ./Document-Series\Phase-09_Integrations-Sri-Lanka-Localizations\SubPhase-09_Domex-Other-Couriers\Group-F_Frontend-Testing\01_Tasks-83-88_Types-UI-Testing.md
13592      | ./Document-Series\Phase-07_Frontend-Infrastructure-ERP-Dashboard\SubPhase-01_NextJS-Project-Setup\Group-C_App-Router-Structure\02_Tasks-39-46_Dashboard-API-Shared.md
13568      | ./Document-Series\Phase-08_Webstore-Ecommerce-Platform\SubPhase-10_Theme-Engine\Group-F_Preview-Testing\01_Tasks-81-89_Preview-Actions.md
13545      | ./Document-Series\Phase-05_ERP-Core-Modules-Part2\SubPhase-09_Customer-Credit-Loyalty\Group-E_Store-Credit-Promotions\01_Tasks-67-74_Store-Credit.md
13518      | ./Document-Series\Phase-06_ERP-Advanced-Modules\SubPhase-03_Attendance-System\Group-C_CheckIn-Out-Processing\02_Tasks-41-48_Biometric-Mobile-Regularization.md
13488      | ./Document-Series\Phase-07_Frontend-Infrastructure-ERP-Dashboard\SubPhase-01_NextJS-Project-Setup\Group-F_Development-Tooling-Documentation\02_Tasks-85-88_Documentation-Verification.md
13447      | ./Document-Series\Phase-07_Frontend-Infrastructure-ERP-Dashboard\SubPhase-10_Sales-Orders-UI\Group-A_Sales-Routes-Pages-Structure\01_Tasks-01-07_Sales-Routes.md
13424      | ./Document-Series\Phase-10_AI-Features-Advanced-Capabilities\SubPhase-06_AI-Chatbot-Backend\Group-D_Action-Handlers\02_Tasks-61-68_Shipping-Store-Escalation-Registry.md
13416      | ./Document-Series\Phase-05_ERP-Core-Modules-Part2\SubPhase-01_POS-Terminal-Core\Group-D_Payment-Processing\03_Tasks-69-74_Transaction-Completion.md
13328      | ./Document-Series\Phase-08_Webstore-Ecommerce-Platform\SubPhase-01_Webstore-Project-Structure\Group-E_Store-State-Management\02_Tasks-71-76_Extended-Stores-Query.md
13307      | ./Document-Series\Phase-09_Integrations-Sri-Lanka-Localizations\SubPhase-05_Bank-Transfer-Upload\Group-D_Proof-Upload-Verification\02_Tasks-52-58_Storage-API-Verify.md
13304      | ./Document-Series\Phase-10_AI-Features-Advanced-Capabilities\SubPhase-06_AI-Chatbot-Backend\Group-B_Intent-Classification\01_Tasks-17-27_Classifier-Intents.md
13271      | ./Document-Series\Phase-08_Webstore-Ecommerce-Platform\SubPhase-14_Marketing-Features\Group-E_Promotional-Banners-Popups\02_Tasks-77-82_Popups-Verify.md
13263      | ./Document-Series\Phase-06_ERP-Advanced-Modules\SubPhase-03_Attendance-System\Group-F_API-Testing-Documentation\02_Tasks-84-88_Filter-Webhook-Tests-Docs.md
13260      | ./Document-Series\Phase-08_Webstore-Ecommerce-Platform\SubPhase-10_Theme-Engine\Group-D_Logo-Images\01_Tasks-51-60_Logo-Banner.md
13227      | ./Document-Series\Phase-06_ERP-Advanced-Modules\SubPhase-10_Account-Reconciliation\Group-C_Matching-Engine\03_Tasks-43-48_MatchingEngine-Service.md
13208      | ./Document-Series\Phase-10_AI-Features-Advanced-Capabilities\SubPhase-08_POS-Offline-Enhancement\Group-D_Sync-Queue\02_Tasks-61-68_Retry-Webhook-Cleanup.md
13175      | ./Document-Series\Phase-10_AI-Features-Advanced-Capabilities\SubPhase-06_AI-Chatbot-Backend\Group-F_API-Testing\01_Tasks-83-92_API-WebSocket-Docs.md
13159      | ./Document-Series\Phase-09_Integrations-Sri-Lanka-Localizations\SubPhase-02_PayHere-Integration\Group-B_PayHere-Processor-Implementation\01_Tasks-17-26_Processor-Hash-Builders.md
13135      | ./Document-Series\Phase-05_ERP-Core-Modules-Part2\SubPhase-01_POS-Terminal-Core\Group-E_POS-API-Frontend-Integration\02_Tasks-81-84_ViewSets-Search.md
13100      | ./Document-Series\Phase-08_Webstore-Ecommerce-Platform\SubPhase-04_Product-Detail-Page\Group-D_Variant-Cart-Actions\01_Tasks-53-60_Variants-Selection.md
13089      | ./Document-Series\Phase-10_AI-Features-Advanced-Capabilities\SubPhase-02_Product-Recommendations\Group-E_Trending-Serving\01_Tasks-69-75_Trending-Cache.md
13079      | ./Document-Series\Phase-10_AI-Features-Advanced-Capabilities\SubPhase-06_AI-Chatbot-Backend\Group-A_Chatbot-Models\01_Tasks-01-11_Conversation-Message.md
13070      | ./Document-Series\Phase-06_ERP-Advanced-Modules\SubPhase-02_Department-Designations\Group-E_Services-Business-Logic\02_Tasks-63-68_Designation-Service-Search.md
13066      | ./Document-Series\Phase-10_AI-Features-Advanced-Capabilities\SubPhase-08_POS-Offline-Enhancement\Group-C_Offline-Manager\01_Tasks-33-42_Manager-Prefetch.md
13058      | ./Document-Series\Phase-09_Integrations-Sri-Lanka-Localizations\SubPhase-12_SMS-Gateway-Integration\Group-F_Frontend-Testing\01_Tasks-79-86_Types-Components-Tests.md
13029      | ./Document-Series\Phase-09_Integrations-Sri-Lanka-Localizations\SubPhase-11_WhatsApp-Business-API\Group-E_Webhooks-Delivery\02_Tasks-79-82_Handler-Alert-Verify.md
