TOKEN USAGE REPORT
==================
Target Directory: E:\tmp\pos-arch\Document-Series
Total Files Scanned: 2539
Total Tokens: 13,721,937
Time Taken: 21.77 seconds
==================

TOKENS     | FILE PATH
4027       | ./Document-Series\Phase-04_ERP-Core-Modules-Part1\SubPhase-06_Product-Pricing\00_TASKS_SUMMARY.md
4022       | ./Document-Series\Phase-04_ERP-Core-Modules-Part1\SubPhase-08_Warehouse-Locations\Group-A_Warehouse-Model-Configuration\04_Tasks-15-18_Constraint-Validation-Admin.md
4018       | ./Document-Series\Phase-08_Webstore-Ecommerce-Platform\SubPhase-11_Static-Pages-CMS\Group-F_Rich-Text-Testing\01_Tasks-83-89_Renderer-Styles.md
4006       | ./Document-Series\Phase-05_ERP-Core-Modules-Part2\SubPhase-10_Vendor-Module\Group-B_Contacts-Bank-Details\01_Tasks-19-23_Contact-Model.md
4005       | ./Document-Series\Phase-10_AI-Features-Advanced-Capabilities\SubPhase-01_AI-Infrastructure-Setup\00_TASKS_SUMMARY.md
4003       | ./Document-Series\Phase-03_Core-Backend-Infrastructure\SubPhase-12_Core-Utilities-Helpers\Group-B_Filter-Backends\01_Tasks-17-21_Django-Filter-Setup.md
4003       | ./Document-Series\Phase-04_ERP-Core-Modules-Part1\SubPhase-01_Category-Model-Hierarchy\00_TASKS_SUMMARY.md
3991       | ./Document-Series\Phase-07_Frontend-Infrastructure-ERP-Dashboard\SubPhase-04_API-Client-Layer\00_TASKS_SUMMARY.md
3990       | ./Document-Series\Phase-08_Webstore-Ecommerce-Platform\SubPhase-11_Static-Pages-CMS\00_TASKS_SUMMARY.md
3982       | ./Document-Series\Phase-09_Integrations-Sri-Lanka-Localizations\SubPhase-01_Payment-Gateway-Architecture\00_TASKS_SUMMARY.md
3979       | ./Document-Series\Phase-02_Database-Architecture-MultiTenancy\SubPhase-05_Tenant-Schema-Template\00_TASKS_SUMMARY.md
3978       | ./Document-Series\Phase-04_ERP-Core-Modules-Part1\SubPhase-01_Category-Model-Hierarchy\Group-A_MPTT-Setup\03_Tasks-11-14_MPTT-Fields-Tree-Structure.md
3978       | ./Document-Series\Phase-09_Integrations-Sri-Lanka-Localizations\SubPhase-04_KOKO-MintPay-BNPL\00_TASKS_SUMMARY.md
3977       | ./Document-Series\Phase-01_Project-Foundation-Setup\SubPhase-01_Monorepo-Structure-Setup\Group-A_Repository-Initialization\02_Tasks-06-10_Project-Documentation.md
3972       | ./Document-Series\Phase-08_Webstore-Ecommerce-Platform\SubPhase-09_Customer-Portal\00_TASKS_SUMMARY.md
3970       | ./Document-Series\Phase-09_Integrations-Sri-Lanka-Localizations\SubPhase-01_Payment-Gateway-Architecture\Group-B_Payment-Processor-Interface\01_Tasks-19-27_Dataclasses-ABC.md
3961       | ./Document-Series\Phase-04_ERP-Core-Modules-Part1\SubPhase-03_Product-Base-Model\Group-B_Supporting-Models\02_Tasks-24-29_TaxClass-Model.md
3952       | ./Document-Series\Phase-06_ERP-Advanced-Modules\SubPhase-13_Dashboard-KPIs\Group-F_API-Testing-Documentation\04_Tasks-89-90_Tests-Documentation.md
3941       | ./Document-Series\Phase-07_Frontend-Infrastructure-ERP-Dashboard\SubPhase-06_Authentication-UI\00_TASKS_SUMMARY.md
3933       | ./Document-Series\Phase-08_Webstore-Ecommerce-Platform\SubPhase-03_Product-Catalog-Pages\00_TASKS_SUMMARY.md
3930       | ./Document-Series\Phase-03_Core-Backend-Infrastructure\SubPhase-01_Django-Apps-Structure\00_TASKS_SUMMARY.md
3930       | ./Document-Series\Phase-03_Core-Backend-Infrastructure\SubPhase-08_Celery-Task-Queue\Group-D_Celery-Beat-Scheduling\02_Tasks-49-53_Scheduled-Tasks.md
3930       | ./Document-Series\Phase-07_Frontend-Infrastructure-ERP-Dashboard\SubPhase-09_Inventory-Management-UI\Group-B_Stock-Levels-Overview\01_Tasks-15-25_Overview-Cards-Filters.md
3930       | ./Document-Series\Phase-10_AI-Features-Advanced-Capabilities\SubPhase-05_Smart-Search-Sinhaglish\00_TASKS_SUMMARY.md
3923       | ./Document-Series\Phase-03_Core-Backend-Infrastructure\SubPhase-05_Role-Permission-System\Group-B_Permission-Model\03_Tasks-23-24_Constants-Definition.md
3915       | ./Document-Series\Phase-08_Webstore-Ecommerce-Platform\SubPhase-05_Search-Functionality\00_TASKS_SUMMARY.md
3914       | ./Document-Series\Phase-07_Frontend-Infrastructure-ERP-Dashboard\SubPhase-09_Inventory-Management-UI\Group-C_Stock-Movement-History\01_Tasks-33-42_Filters-Timeline.md
3910       | ./Document-Series\Phase-10_AI-Features-Advanced-Capabilities\SubPhase-10_Advanced-Image-Optimization\00_TASKS_SUMMARY.md
3904       | ./Document-Series\Phase-10_AI-Features-Advanced-Capabilities\SubPhase-06_AI-Chatbot-Backend\00_TASKS_SUMMARY.md
3902       | ./Document-Series\Phase-10_AI-Features-Advanced-Capabilities\SubPhase-08_POS-Offline-Enhancement\00_TASKS_SUMMARY.md
3891       | ./Document-Series\Phase-09_Integrations-Sri-Lanka-Localizations\SubPhase-03_WebXPay-Integration\Group-C_Payment-Request-Checkout\02_Tasks-39-46_Prevention-Response-Verify.md
3890       | ./Document-Series\Phase-09_Integrations-Sri-Lanka-Localizations\SubPhase-10_Waybill-Generation\00_TASKS_SUMMARY.md
3886       | ./Document-Series\Phase-04_ERP-Core-Modules-Part1\SubPhase-01_Category-Model-Hierarchy\Group-F_Testing-Documentation\03_Tasks-90-92_Documentation-Integration.md
3885       | ./Document-Series\Phase-05_ERP-Core-Modules-Part2\SubPhase-10_Vendor-Module\Group-A_Vendor-Model-Profile\01_Tasks-01-06_App-Setup-Model-Core.md
3880       | ./Document-Series\Phase-03_Core-Backend-Infrastructure\SubPhase-09_Caching-Layer\Group-A_Redis-Setup\02_Tasks-06-10_Redis-Settings-URLs.md
3880       | ./Document-Series\Phase-10_AI-Features-Advanced-Capabilities\SubPhase-02_Product-Recommendations\00_TASKS_SUMMARY.md
3877       | ./Document-Series\Phase-01_Project-Foundation-Setup\SubPhase-01_Monorepo-Structure-Setup\00_TASKS_SUMMARY.md
3869       | ./Document-Series\Phase-07_Frontend-Infrastructure-ERP-Dashboard\SubPhase-14_Settings-Configuration-UI\Group-F_Billing-Testing\02_Tasks-91-96_Testing-Verify.md
3859       | ./Document-Series\Phase-08_Webstore-Ecommerce-Platform\SubPhase-13_Performance-Optimization\Group-C_Code-Splitting-Bundles\01_Tasks-37-46_Analyze-Dynamic-Tree.md
3855       | ./Document-Series\Phase-07_Frontend-Infrastructure-ERP-Dashboard\SubPhase-02_Tailwind-Design-System\Group-A_Tailwind-Installation-Configuration\02_Tasks-09-14_Plugins-Verification.md
3851       | ./Document-Series\Phase-09_Integrations-Sri-Lanka-Localizations\SubPhase-08_Koombiyo-Courier-API\00_TASKS_SUMMARY.md
3844       | ./Document-Series\Phase-04_ERP-Core-Modules-Part1\SubPhase-03_Product-Base-Model\Group-B_Supporting-Models\03_Tasks-30-32_UnitOfMeasure-Model.md
3837       | ./Document-Series\Phase-03_Core-Backend-Infrastructure\SubPhase-04_User-Model-Authentication\00_TASKS_SUMMARY.md
3837       | ./Document-Series\Phase-09_Integrations-Sri-Lanka-Localizations\SubPhase-03_WebXPay-Integration\Group-F_Frontend-Testing\01_Tasks-75-82_Types-Hook-Components.md
3828       | ./Document-Series\Phase-10_AI-Features-Advanced-Capabilities\SubPhase-03_Demand-Forecasting\00_TASKS_SUMMARY.md
3826       | ./Document-Series\Phase-08_Webstore-Ecommerce-Platform\SubPhase-02_Storefront-Layout\00_TASKS_SUMMARY.md
3826       | ./Document-Series\Phase-08_Webstore-Ecommerce-Platform\SubPhase-08_Customer-Authentication\00_TASKS_SUMMARY.md
3819       | ./Document-Series\Phase-03_Core-Backend-Infrastructure\SubPhase-08_Celery-Task-Queue\Group-F_Testing-Documentation\01_Tasks-79-81_Test-Utilities.md
3804       | ./Document-Series\Phase-04_ERP-Core-Modules-Part1\SubPhase-09_Inventory-Management\Group-A_Stock-Level-Models\02_Tasks-06-09_Quantity-Fields-Meta.md
3803       | ./Document-Series\Phase-08_Webstore-Ecommerce-Platform\SubPhase-10_Theme-Engine\00_TASKS_SUMMARY.md
3802       | ./Document-Series\Phase-05_ERP-Core-Modules-Part2\SubPhase-09_Customer-Credit-Loyalty\Group-E_Store-Credit-Promotions\02_Tasks-75-80_Promotions-Dashboard.md
3797       | ./Document-Series\Phase-03_Core-Backend-Infrastructure\SubPhase-05_Role-Permission-System\00_TASKS_SUMMARY.md
3797       | ./Document-Series\Phase-04_ERP-Core-Modules-Part1\SubPhase-09_Inventory-Management\Group-F_Testing-Documentation\02_Tasks-89-92_API-Concurrency-Docs.md
3791       | ./Document-Series\Phase-07_Frontend-Infrastructure-ERP-Dashboard\SubPhase-09_Inventory-Management-UI\Group-B_Stock-Levels-Overview\02_Tasks-26-32_StockTable-API.md
3787       | ./Document-Series\Phase-09_Integrations-Sri-Lanka-Localizations\SubPhase-09_Domex-Other-Couriers\00_TASKS_SUMMARY.md
3766       | ./Document-Series\Phase-03_Core-Backend-Infrastructure\SubPhase-11_API-Documentation\Group-D_ReDoc-Setup\01_Tasks-43-48_ReDoc-Setup.md
3765       | ./Document-Series\Phase-04_ERP-Core-Modules-Part1\SubPhase-07_Product-Media\Group-E_Media-Serializers-API-Views\02_Tasks-70-74_ViewSets.md
3757       | ./Document-Series\Phase-03_Core-Backend-Infrastructure\SubPhase-09_Caching-Layer\00_TASKS_SUMMARY.md
3753       | ./Document-Series\Phase-08_Webstore-Ecommerce-Platform\SubPhase-01_Webstore-Project-Structure\00_TASKS_SUMMARY.md
3752       | ./Document-Series\Phase-06_ERP-Advanced-Modules\SubPhase-10_Account-Reconciliation\Group-A_Bank-Account-Configuration\01_Tasks-01-03_Reconciliation-Module-BankAccount.md
3741       | ./Document-Series\Phase-01_Project-Foundation-Setup\SubPhase-01_Monorepo-Structure-Setup\Group-B_Root-Directory-Structure\02_Tasks-16-20_Support-Directories.md
3738       | ./Document-Series\Phase-02_Database-Architecture-MultiTenancy\SubPhase-10_Testing-Multi-Tenancy\00_TASKS_SUMMARY.md
3738       | ./Document-Series\Phase-09_Integrations-Sri-Lanka-Localizations\SubPhase-11_WhatsApp-Business-API\00_TASKS_SUMMARY.md
3733       | ./Document-Series\Phase-03_Core-Backend-Infrastructure\SubPhase-02_API-Framework-Setup\00_TASKS_SUMMARY.md
3731       | ./Document-Series\Phase-03_Core-Backend-Infrastructure\SubPhase-06_Core-Middleware-Stack\Group-C_Request-Logging-Middleware\01_Tasks-29-33_Logging-Middleware-Setup.md
3731       | ./Document-Series\Phase-04_ERP-Core-Modules-Part1\SubPhase-02_Attribute-System\Group-E_Serializers-Views\02_Tasks-70-77_ViewSets-URLs.md
3729       | ./Document-Series\Phase-03_Core-Backend-Infrastructure\SubPhase-08_Celery-Task-Queue\00_TASKS_SUMMARY.md
3722       | ./Document-Series\Phase-09_Integrations-Sri-Lanka-Localizations\SubPhase-03_WebXPay-Integration\Group-E_Verification-Refunds\01_Tasks-61-67_Verify-Reconcile-Refund.md
3715       | ./Document-Series\Phase-09_Integrations-Sri-Lanka-Localizations\SubPhase-02_PayHere-Integration\00_TASKS_SUMMARY.md
3710       | ./Document-Series\Phase-04_ERP-Core-Modules-Part1\SubPhase-07_Product-Media\COMPLETION_SUMMARY.md
3708       | ./Document-Series\Phase-10_AI-Features-Advanced-Capabilities\SubPhase-07_AI-Chatbot-Frontend\00_TASKS_SUMMARY.md
3705       | ./Document-Series\Phase-09_Integrations-Sri-Lanka-Localizations\SubPhase-09_Domex-Other-Couriers\Group-A_Domex-Integration\03_Tasks-16-22_Webhook-Admin-Verify_CONDENSED.md
3703       | ./Document-Series\Phase-08_Webstore-Ecommerce-Platform\SubPhase-13_Performance-Optimization\00_TASKS_SUMMARY.md
3697       | ./Document-Series\Phase-03_Core-Backend-Infrastructure\SubPhase-03_Base-Models-Mixins\00_TASKS_SUMMARY.md
3696       | ./Document-Series\Phase-09_Integrations-Sri-Lanka-Localizations\SubPhase-04_KOKO-MintPay-BNPL\Group-E_Installment-Management\01_Tasks-67-73_Calculator-Models.md
3695       | ./Document-Series\Phase-04_ERP-Core-Modules-Part1\SubPhase-04_Product-Variants\Group-B_ProductVariant-Model\02_Tasks-27-34_Override-Fields-Properties.md
3692       | ./Document-Series\Phase-09_Integrations-Sri-Lanka-Localizations\SubPhase-12_SMS-Gateway-Integration\00_TASKS_SUMMARY.md
3687       | ./Document-Series\Phase-10_AI-Features-Advanced-Capabilities\SubPhase-04_Smart-Search-Backend\00_TASKS_SUMMARY.md
3685       | ./Document-Series\Phase-03_Core-Backend-Infrastructure\SubPhase-06_Core-Middleware-Stack\00_TASKS_SUMMARY.md
3684       | ./Document-Series\Phase-08_Webstore-Ecommerce-Platform\SubPhase-12_SEO-Implementation\00_TASKS_SUMMARY.md
3679       | ./Document-Series\Phase-03_Core-Backend-Infrastructure\SubPhase-11_API-Documentation\Group-C_Swagger-UI-Setup\02_Tasks-35-40_UI-Configuration.md
3678       | ./Document-Series\Phase-03_Core-Backend-Infrastructure\SubPhase-05_Role-Permission-System\Group-F_API-Endpoints-Testing\03_Tasks-87-88_URLs-Admin.md
3673       | ./Document-Series\Phase-01_Project-Foundation-Setup\SubPhase-01_Monorepo-Structure-Setup\Group-F_Root-Configuration-Files\02_Tasks-64-67_GitHub-VSCode.md
3672       | ./Document-Series\Phase-03_Core-Backend-Infrastructure\SubPhase-10_File-Storage-Configuration\00_TASKS_SUMMARY.md
3667       | ./Document-Series\Phase-04_ERP-Core-Modules-Part1\SubPhase-04_Product-Variants\Group-E_Serializers-Views\01_Tasks-67-74_Variant-Serializers.md
3659       | ./Document-Series\Phase-09_Integrations-Sri-Lanka-Localizations\SubPhase-06_Cash-On-Delivery-COD\00_TASKS_SUMMARY.md
3650       | ./Document-Series\Phase-03_Core-Backend-Infrastructure\SubPhase-08_Celery-Task-Queue\Group-D_Celery-Beat-Scheduling\03_Tasks-54-58_Schedule-Definitions.md
3643       | ./Document-Series\Phase-03_Core-Backend-Infrastructure\SubPhase-08_Celery-Task-Queue\Group-E_Monitoring-Retry\01_Tasks-63-66_Flower-Configuration.md
3642       | ./Document-Series\Phase-01_Project-Foundation-Setup\SubPhase-04_Docker-Development-Environment\Group-H_Development-Scripts-Verification\02_Tasks-86-89_Verification.md
3630       | ./Document-Series\Phase-04_ERP-Core-Modules-Part1\SubPhase-04_Product-Variants\Group-E_Serializers-Views\02_Tasks-75-78_Variant-Views-ViewSets.md
3629       | ./Document-Series\Phase-03_Core-Backend-Infrastructure\SubPhase-12_Core-Utilities-Helpers\Group-A_Pagination-Classes\01_Tasks-01-06_Pagination-Module-Setup.md
3618       | ./Document-Series\Phase-09_Integrations-Sri-Lanka-Localizations\SubPhase-01_Payment-Gateway-Architecture\Group-B_Payment-Processor-Interface\02_Tasks-28-34_Factory-Exceptions-Verify.md
3615       | ./Document-Series\Phase-01_Project-Foundation-Setup\SubPhase-01_Monorepo-Structure-Setup\Group-D_Frontend-Directory-Scaffold\01_Tasks-36-41_Core-Directories.md
3613       | ./Document-Series\Phase-01_Project-Foundation-Setup\SubPhase-01_Monorepo-Structure-Setup\Group-C_Backend-Directory-Scaffold\02_Tasks-26-30_Support-Directories.md
3604       | ./Document-Series\Phase-03_Core-Backend-Infrastructure\SubPhase-11_API-Documentation\00_TASKS_SUMMARY.md
3600       | ./Document-Series\Phase-03_Core-Backend-Infrastructure\SubPhase-10_File-Storage-Configuration\Group-B_Tenant-Isolated-Storage\01_Tasks-15-18_TenantFileStorage-Core.md
3593       | ./Document-Series\Phase-02_Database-Architecture-MultiTenancy\SubPhase-09_Tenant-Provisioning-Flow\00_TASKS_SUMMARY.md
3590       | ./Document-Series\Phase-01_Project-Foundation-Setup\SubPhase-01_Monorepo-Structure-Setup\Group-D_Frontend-Directory-Scaffold\02_Tasks-42-46_Feature-Directories.md
3575       | ./Document-Series\Phase-05_ERP-Core-Modules-Part2\SubPhase-05_Order-Management\Group-D_Fulfillment-Workflow\02_Tasks-56-61_Fulfillment-Service-Workflow.md
3570       | ./Document-Series\Phase-09_Integrations-Sri-Lanka-Localizations\SubPhase-05_Bank-Transfer-Upload\00_TASKS_SUMMARY.md
3567       | ./Document-Series\Phase-04_ERP-Core-Modules-Part1\SubPhase-01_Category-Model-Hierarchy\Group-D_Category-Serializers-Views\01_Tasks-47-54_Serializer-Definitions.md
3563       | ./Document-Series\Phase-04_ERP-Core-Modules-Part1\SubPhase-05_Bundle-Composite-Products\Group-A_Bundle-Product-Models\03_Tasks-10-14_BundleItem-Base.md
3561       | ./Document-Series\Phase-01_Project-Foundation-Setup\SubPhase-06_Git-Workflow-Standards\Group-C_Commit-Message-Conventions\01_Tasks-21-25_Commit-Format.md
3558       | ./Document-Series\Phase-01_Project-Foundation-Setup\SubPhase-06_Git-Workflow-Standards\Group-E_Issue-Templates\01_Tasks-45-50_Bug-Report.md
3552       | ./Document-Series\Phase-04_ERP-Core-Modules-Part1\SubPhase-04_Product-Variants\Group-F_Testing-Documentation\01_Tasks-83-87_Model-Service-Tests.md
3547       | ./Document-Series\Phase-04_ERP-Core-Modules-Part1\SubPhase-03_Product-Base-Model\Group-A_Products-App-Setup\01_Tasks-01-07_App-Creation-Configuration.md
3546       | ./Document-Series\Phase-03_Core-Backend-Infrastructure\SubPhase-07_Exception-Handling\Group-F_Testing-Documentation\03_Tasks-83-86_Documentation-Verification.md
3542       | ./Document-Series\Phase-01_Project-Foundation-Setup\SubPhase-06_Git-Workflow-Standards\Group-F_Code-Review-Guidelines\01_Tasks-57-61_Review-Guidelines.md
3528       | ./Document-Series\Phase-07_Frontend-Infrastructure-ERP-Dashboard\SubPhase-09_Inventory-Management-UI\Group-C_Stock-Movement-History\02_Tasks-43-48_Table-Modal-Export.md
3515       | ./Document-Series\Phase-06_ERP-Advanced-Modules\SubPhase-08_Chart-of-Accounts\Group-B_Account-Model-Hierarchy\01_Tasks-17-18_MPTT-Account-Model.md
3508       | ./Document-Series\Phase-10_AI-Features-Advanced-Capabilities\00_SUBPHASES_SUMMARY.md
3506       | ./Document-Series\Phase-07_Frontend-Infrastructure-ERP-Dashboard\SubPhase-12_Customer-Vendor-UI\Group-D_Vendor-Management\02_Tasks-59-64_Vendor-Contacts.md
3498       | ./Document-Series\Phase-01_Project-Foundation-Setup\SubPhase-05_Code-Quality-Linting-Setup\Group-E_Frontend-Linting-ESLint\02_Tasks-49-54_ESLint-Configuration.md
3496       | ./Document-Series\Phase-04_ERP-Core-Modules-Part1\SubPhase-09_Inventory-Management\Group-A_Stock-Level-Models\01_Tasks-01-05_Stock-Submodule-Level-Model.md
3493       | ./Document-Series\Phase-01_Project-Foundation-Setup\SubPhase-03_Frontend-Project-Initialization\Group-E_Folder-Structure-Setup\03_Tasks-57-62_Services-Constants.md
3484       | ./Document-Series\Phase-02_Database-Architecture-MultiTenancy\SubPhase-06_Tenant-Middleware-Configuration\00_TASKS_SUMMARY.md
3478       | ./Document-Series\Phase-07_Frontend-Infrastructure-ERP-Dashboard\SubPhase-09_Inventory-Management-UI\Group-A_Inventory-Routes-Pages-Structure\01_Tasks-01-07_Inventory-Routes.md
3476       | ./Document-Series\Phase-09_Integrations-Sri-Lanka-Localizations\SubPhase-03_WebXPay-Integration\Group-D_Webhook-Callback\02_Tasks-54-60_Handlers-Update-Verify.md
3473       | ./Document-Series\Phase-07_Frontend-Infrastructure-ERP-Dashboard\SubPhase-12_Customer-Vendor-UI\Group-E_Purchase-Orders\01_Tasks-65-76_PO-Management.md
3469       | ./Document-Series\Phase-08_Webstore-Ecommerce-Platform\00_SUBPHASES_SUMMARY.md
3463       | ./Document-Series\Phase-04_ERP-Core-Modules-Part1\SubPhase-01_Category-Model-Hierarchy\Group-B_Category-Model-Definition\02_Tasks-22-26_Display-Image-Fields.md
3461       | ./Document-Series\Phase-01_Project-Foundation-Setup\SubPhase-04_Docker-Development-Environment\Group-G_Docker-Compose-Configuration\03_Tasks-75-80_Config-Complete.md
3450       | ./Document-Series\Phase-03_Core-Backend-Infrastructure\SubPhase-05_Role-Permission-System\Group-A_Role-Model-Foundation\03_Tasks-11-12_RoleManager-Meta.md
3450       | ./Document-Series\Phase-03_Core-Backend-Infrastructure\SubPhase-08_Celery-Task-Queue\Group-A_Celery-Installation\04_Tasks-11-14_Migrations.md
3441       | ./Document-Series\Phase-08_Webstore-Ecommerce-Platform\SubPhase-02_Storefront-Layout\Group-F_Floating-Elements-Testing\01_Tasks-83-89_WhatsApp-ScrollTop.md
3434       | ./Document-Series\Phase-08_Webstore-Ecommerce-Platform\SubPhase-11_Static-Pages-CMS\Group-F_Rich-Text-Testing\02_Tasks-90-94_Testing.md
3433       | ./Document-Series\Phase-01_Project-Foundation-Setup\SubPhase-01_Monorepo-Structure-Setup\Group-A_Repository-Initialization\01_Tasks-01-05_Git-Init-Config.md
3432       | ./Document-Series\Phase-07_Frontend-Infrastructure-ERP-Dashboard\00_SUBPHASES_SUMMARY.md
3431       | ./Document-Series\Phase-04_ERP-Core-Modules-Part1\SubPhase-05_Bundle-Composite-Products\Group-A_Bundle-Product-Models\01_Tasks-01-05_Bundle-File-Setup.md
3429       | ./Document-Series\Phase-04_ERP-Core-Modules-Part1\SubPhase-05_Bundle-Composite-Products\Group-A_Bundle-Product-Models\02_Tasks-06-09_Bundle-Discount-Fields.md
3428       | ./Document-Series\Phase-01_Project-Foundation-Setup\SubPhase-06_Git-Workflow-Standards\Group-B_Branching-Strategy-Definition\03_Tasks-17-20_Branch-Verification.md
3426       | ./Document-Series\Phase-02_Database-Architecture-MultiTenancy\SubPhase-08_Migration-Strategy\00_TASKS_SUMMARY.md
3425       | ./Document-Series\Phase-07_Frontend-Infrastructure-ERP-Dashboard\SubPhase-12_Customer-Vendor-UI\Group-E_Purchase-Orders\02_Tasks-77-80_PO-Receiving.md
3424       | ./Document-Series\Phase-04_ERP-Core-Modules-Part1\SubPhase-05_Bundle-Composite-Products\Group-F_Testing-Documentation\02_Tasks-85-88_BOM-Tests.md
3423       | ./Document-Series\Phase-04_ERP-Core-Modules-Part1\SubPhase-09_Inventory-Management\Group-D_Stock-Take-Adjustments\01_Tasks-57-62_Stock-Take-Models.md
3417       | ./Document-Series\Phase-01_Project-Foundation-Setup\SubPhase-03_Frontend-Project-Initialization\Group-E_Folder-Structure-Setup\02_Tasks-51-56_Lib-Hooks-Stores.md
3413       | ./Document-Series\Phase-03_Core-Backend-Infrastructure\SubPhase-09_Caching-Layer\Group-F_Testing-Documentation\04_Task-88_Integration-Verification.md
3402       | ./Document-Series\Phase-09_Integrations-Sri-Lanka-Localizations\SubPhase-03_WebXPay-Integration\00_TASKS_SUMMARY.md
3398       | ./Document-Series\Phase-07_Frontend-Infrastructure-ERP-Dashboard\SubPhase-10_Sales-Orders-UI\Group-E_Quotes-Conversion\01_Tasks-65-72_Quote-Display.md
3393       | ./Document-Series\Phase-07_Frontend-Infrastructure-ERP-Dashboard\SubPhase-14_Settings-Configuration-UI\Group-F_Billing-Testing\01_Tasks-81-90_Billing-Plans.md
3388       | ./Document-Series\Phase-03_Core-Backend-Infrastructure\SubPhase-12_Core-Utilities-Helpers\Group-E_Sri-Lanka-Utilities\03_Tasks-76-78_Administrative-Divisions.md
3372       | ./Document-Series\Phase-04_ERP-Core-Modules-Part1\SubPhase-01_Category-Model-Hierarchy\Group-B_Category-Model-Definition\03_Tasks-27-32_SEO-Fields-Meta-Export.md
3369       | ./Document-Series\Phase-03_Core-Backend-Infrastructure\SubPhase-07_Exception-Handling\00_TASKS_SUMMARY.md
3364       | ./Document-Series\Phase-01_Project-Foundation-Setup\SubPhase-04_Docker-Development-Environment\Group-D_PostgreSQL-Container-Setup\01_Tasks-35-41_Init-Script.md
3359       | ./Document-Series\Phase-04_ERP-Core-Modules-Part1\SubPhase-08_Warehouse-Locations\Group-A_Warehouse-Model-Configuration\03_Tasks-11-14_Hours-Location-Manager.md
3355       | ./Document-Series\Phase-01_Project-Foundation-Setup\SubPhase-06_Git-Workflow-Standards\Group-D_Pull-Request-Templates\03_Tasks-42-44_PR-Template-Types.md
3347       | ./Document-Series\Phase-04_ERP-Core-Modules-Part1\SubPhase-03_Product-Base-Model\Group-E_Serializers-Views\01_Tasks-71-78_Serializer-Definitions.md
3339       | ./Document-Series\Phase-02_Database-Architecture-MultiTenancy\SubPhase-04_Tenant-Model-Domain-Model\00_TASKS_SUMMARY.md
3334       | ./Document-Series\Phase-03_Core-Backend-Infrastructure\SubPhase-06_Core-Middleware-Stack\Group-D_Security-Headers-Middleware\02_Tasks-51-52_Content-Security-Policy.md
3330       | ./Document-Series\Phase-08_Webstore-Ecommerce-Platform\SubPhase-03_Product-Catalog-Pages\Group-D_Sort-Pagination\01_Tasks-53-60_Variant-Selection.md
3323       | ./Document-Series\Phase-04_ERP-Core-Modules-Part1\SubPhase-08_Warehouse-Locations\Group-A_Warehouse-Model-Configuration\02_Tasks-06-10_Address-Contact-Status.md
3310       | ./Document-Series\Phase-03_Core-Backend-Infrastructure\SubPhase-05_Role-Permission-System\Group-B_Permission-Model\02_Tasks-20-22_PermissionGroup-Model.md
3281       | ./Document-Series\Phase-05_ERP-Core-Modules-Part2\SubPhase-06_Invoice-System\Group-E_Invoice-PDF-Email\01_Tasks-67-71_Template-Model.md
3272       | ./Document-Series\Phase-01_Project-Foundation-Setup\SubPhase-02_Backend-Project-Initialization\Group-A_Virtual-Environment-Setup\02_Tasks-05-08_Requirements-Files.md
3272       | ./Document-Series\Phase-05_ERP-Core-Modules-Part2\SubPhase-08_Customer-Module\Group-F_Import-Export-API\01_Tasks-79-83_Import-Export.md
3272       | ./Document-Series\Phase-05_ERP-Core-Modules-Part2\SubPhase-11_Purchase-Orders\Group-F_API-Testing-Documentation\01_Tasks-83-88_Serializers-ViewSet-Actions.md
3269       | ./Document-Series\Phase-03_Core-Backend-Infrastructure\SubPhase-11_API-Documentation\Group-C_Swagger-UI-Setup\01_Tasks-29-34_Swagger-Setup.md
3263       | ./Document-Series\Phase-04_ERP-Core-Modules-Part1\SubPhase-09_Inventory-Management\Group-F_Testing-Documentation\01_Tasks-85-88_Model-Service-Tests.md
3251       | ./Document-Series\Phase-03_Core-Backend-Infrastructure\SubPhase-12_Core-Utilities-Helpers\Group-D_DateTime-Helpers\02_Tasks-55-62_Date-Utils-Export-Testing.md
3242       | ./Document-Series\Phase-10_AI-Features-Advanced-Capabilities\SubPhase-10_Advanced-Image-Optimization\Group-D_Responsive-Images\02_Tasks-61-66_Variants-API.md
3237       | ./Document-Series\Phase-05_ERP-Core-Modules-Part2\SubPhase-08_Customer-Module\Group-E_Segmentation-Duplicate-Detection\03_Tasks-74-78_Duplicate-Detection-Merge.md
3235       | ./Document-Series\Phase-03_Core-Backend-Infrastructure\SubPhase-08_Celery-Task-Queue\Group-C_Task-Infrastructure\04_Tasks-45-46_Export-Testing.md
3231       | ./Document-Series\Phase-09_Integrations-Sri-Lanka-Localizations\SubPhase-03_WebXPay-Integration\Group-B_WebXPay-Processor-Implementation\01_Tasks-15-22_Processor-Signature-Builders.md
3217       | ./Document-Series\Phase-04_ERP-Core-Modules-Part1\SubPhase-02_Attribute-System\Group-A_Attributes-App-Setup\01_Tasks-01-07_App-Creation-Configuration.md
3217       | ./Document-Series\Phase-04_ERP-Core-Modules-Part1\SubPhase-10_Stock-Alerts-Reordering\Group-A_Stock-Configuration-Models\01_Tasks-01-05_Submodule-Global-Settings.md
3212       | ./Document-Series\Phase-04_ERP-Core-Modules-Part1\SubPhase-04_Product-Variants\Group-E_Serializers-Views\03_Tasks-79-82_Admin-Configuration.md
